sebi_id,name,reg_no,category,contact_person,email,telephone,fax,website,domain,pincode,city,state,address,correspondence_address,validity,sebi_type
1017,KELLY GAMMA FUND,IN/AIF3/15-16/0185,Category III,,,,,,,,,,,,"Nov 13, 2015 - Perpetual",aif
1018,Ken Capital Trust,IN/AIF2/23-24/1421,Category II,Nishali Chand,Nishali@klubworks.com,,,,,560034,Bangalore,Karnataka,"IndiQube Ashford Park View, 80 Feet Road, Next to Wipro House Building, Koramangala, BANGALORE, KARNATAKA, 560034","IndiQube Ashford Park View, 80 Feet Road, Next to Wipro House Building, Koramangala, BANGALORE, KARNATAKA, 560034","Jan 03, 2024 - Perpetual",aif
1019,Kenro Capital Trust,IN/AIF2/25-26/2012,Category II,Norbert Fernandes,norbert@kenrocap.com,,,,,400051,Mumbai,Maharashtra,"C801 Oberoi Splendor Jogeshwari Vikhroli Link Road, Jogeshwari East Mumbai 400060, MUMBAI, MAHARASHTRA, 400060","WeWork C 20 G Block Bandra Kurla Complex, Mumbai Maharashtra, MUMBAI, MAHARASHTRA, 400051","Jan 07, 2026 - Perpetual",aif
1020,Keppel India Office Fund,IN/AIF2/23-24/1288,Category II,Abhijit Kukade,abhijit.k@keppelland.com,,,,,560045,Bangalore,Karnataka,"The CUBE, Karle Town Center, 2nd Floor, 100 Ft Road, Nada Prabhu Kempe Gowda Main Road, Adjacent to Nagavara Lake, Bengaluru 560045, BANGALORE, KARNATAKA, 560045","The CUBE, Karle Town Center, 2nd Floor, 100 Ft Road, Nada Prabhu Kempe Gowda Main Road, Adjacent to Nagavara Lake, Bengaluru 560045, BANGALORE, KARNATAKA, 560045","May 31, 2023 - Perpetual",aif
1021,Kerala Infrastructure Fund,IN/AIF2/19-20/0672,Category II,DEEPU THOMAS,agm1.ifg@kiifb.org,,,,,695001,Thiruvananthapuram,Kerala,"02nd Floor Felicity Square,, Statue, M.G. Road,, THIRUVANANTHAPURAM, KERALA, 695001","02nd Floor Felicity Square, Statue, M.G. Road, THIRUVANANTHAPURAM, KERALA, 695001","Apr 08, 2019 - Perpetual",aif
1022,Kerala Innovation Fund,IN/AIF2/24-25/1522,Category II,Akhil G Nair,coordinator@kifml.com,,,,,695010,Thiruvananthapuram,Kerala,"Vellayambalam, Thiruvananthapuram 695 033, THIRUVANANTHAPURAM, KERALA, 695033","KEK Towers 4th Floor, Opposite TRIDA Vazhuthacaud Sasthamangalam PO Trivandrum 695010, THIRUVANANTHAPURAM, KERALA, 695010","May 24, 2024 - Perpetual",aif
1023,Kettleborough VC Fund,IN/AIF1/20-21/0805,Category I,NISARG SHAH,NTECHS.2020@GMAIL.COM,,,,,380008,Ahmedabad,Gujarat,"14, Panchvati Society, Near Jai Hind Cross Roads, Maninagar, AHMEDABAD, GUJARAT, 380008","14, Panchvati Society, Near Jai Hind Cross Roads, Maninagar, AHMEDABAD, GUJARAT, 380008","May 28, 2020 - Perpetual",aif
1024,Kettleborough VC Fund 2024,IN/AIF1/25-26/1776,Category I,Nisarg Shah,ntechs.2020@gmail.com,,,,,380009,Ahmedabad,Gujarat,"Anugrah 8 1 Rajhans Society Beside Nabard Vihar HL Commerce College Road Navrangpura, AHMEDABAD, GUJARAT, 380009","Anugrah 8 1 Rajhans Society Beside Nabard Vihar HL Commerce College Road Navrangpura, AHMEDABAD, GUJARAT, 380009","Apr 03, 2025 - Perpetual",aif
1025,KG Trust,IN/AIF3/26-27/2261,Category III,Vivek Gujrani,vikrakfund@gmail.com,,,,,400093,Mumbai,Maharashtra,"619 620, 6th Floor, The Summit Business Bay, 266 1 172, Gundavali, Andheri Kurla Road, Andheri East, MUMBAI, MAHARASHTRA, 400093",,"Jul 14, 2026 - Perpetual",aif
1026,Kingsman FNDRS India AIF Trust,IN/AIF3/26-27/2137,Category III,Shaili Patel,kfindiaaif@gmail.com,,,,,560004,Bangalore,Karnataka,"1st Floor, Rekha Complex, R V Road, Nr. South End Metro Station, Basavangudi, BANGALORE, KARNATAKA, 560004",,"Apr 13, 2026 - Perpetual",aif
1027,KITVEN 4 AVGC,IN/AIF1/18-19/0555,Category I,Manish Belmannu,manish@kitven.com,,,,,560001,Bangalore,Karnataka,"Khanija Bhavan, 4th floor, east wing,, 49, Race Course Road, BANGALORE, KARNATAKA, 560001","Khanija Bhavan, 4th floor, east wing, 49, Race Course Road, BANGALORE, KARNATAKA, 560001","Jun 14, 2018 - Perpetual",aif
1028,KITVEN FUND-5,IN/AIF1/22-23/1237,Category I,Manish Kumar,manish@kitven.in,,,,,560001,Bangalore,Karnataka,"KHANIJA BHAVAN 4TH FLOOR, 49 RACE COURSE ROAD, BANGALORE, KARNATAKA, 560001","KHANIJA BHAVAN 4TH FLOOR, 49 RACE COURSE ROAD, BANGALORE, KARNATAKA, 560001","Mar 15, 2023 - Perpetual",aif
1029,KKR INDIA DEBT OPPORTUNITIES FUND II,IN/AIF2/16-17/0219,Category II,,,,,,,400013,Mumbai,Maharashtra,"2nd Floor, Piramal Tower, Peninsula Corporate Park, Ganpatrao Kadam Marg, Lower Parel, MUMBAI, MAHARASHTRA, 400013",,"Apr 20, 2016 - Perpetual",aif
1030,KLARUS CAPITAL FUND - I,IN/AIF1/25-26/1959,Category I,Rattandeep Singh,rattan@krystalvs.com,,,,,560078,Bangalore,Karnataka,"No. 267, 1st Floor 8th Main Road, KSRTC Layout, JP Nagar, 2nd Phase, BANGALORE, KARNATAKA, 560078","No. 267, 1st Floor 8th Main Road, KSRTC Layout, JP Nagar, 2nd Phase, BANGALORE, KARNATAKA, 560078","Nov 12, 2025 - Perpetual",aif
1031,Klay Funds AIF,IN/AIF3/19-20/0753,Category III,Ian  Dsouza,compliance@klaycapital.in,,,,,400051,Mumbai,Maharashtra,"1402, ONE BKC, B-Wing, , G - Block, Bandra Kurla Complex, MUMBAI, MAHARASHTRA, 400051","1402, ONE BKC, B-Wing, , G - Block, Bandra Kurla Complex, MUMBAI, MAHARASHTRA, 400051","Dec 10, 2019 - Perpetual",aif
1032,Knightstone Capital LLP,IN/AIF3/21-22/0912,Category III,Parag Jhawar,parag@knightstonecap.com,,,,,400071,Mumbai,Maharashtra,"922, Unit No. 9, Corporate Park II, 9th floor, VN Purav Marg, near Swastik Chambers, Chembur, MUMBAI, MAHARASHTRA, 400071","922, Unit No. 9, Corporate Park II, 9th floor, VN Purav Marg, near Swastik Chambers, Chembur, MUMBAI, MAHARASHTRA, 400071","Jul 23, 2021 - Perpetual",aif
1033,Kotak Alternate Assets Fund II,IN/AIF2/18-19/0605,Category II,Rajeev  Saptarshi,compliance.kial@kotak.com,,,,,400051,Mumbai,Maharashtra,"Co. Kotak Investment Advisors Limited 27 BKC, 7th Floor, Plot No. C 27, G Block,, Bandra Kurla Complex, Bandra East, MUMBAI, MAHARASHTRA, 400051","Co. Kotak Investment Advisors Limited 27 BKC, 7th Floor, Plot No. C 27, G Block, Bandra Kurla Complex, Bandra East, MUMBAI, MAHARASHTRA, 400051","Oct 17, 2018 - Perpetual",aif
1034,Kotak Alternate Assets Fund III,IN/AIF3/18-19/0604,Category III,Rajeev Saptarshi,compliance.kial@kotak.com,,,,,400051,Mumbai,Maharashtra,"Co. Kotak Investment Advisors Limited 27 BKC, 7th Floor, Plot No. C 27, G Block,, Bandra Kurla Complex, Bandra East, MUMBAI, MAHARASHTRA, 400051","Co. Kotak Investment Advisors Limited 27 BKC, 7th Floor, Plot No. C 27, G Block, Bandra Kurla Complex, Bandra East, MUMBAI, MAHARASHTRA, 400051","Oct 17, 2018 - Perpetual",aif
1035,Kotak Alternate Assets Fund IV,IN/AIF2/22-23/1088,Category II,Rajeev Saptarshi,compliance.kial@kotak.com,,,,,400051,Mumbai,Maharashtra,"27 BKC 7th floor plot no c 27, g block, MUMBAI, MAHARASHTRA, 400051","27 BKC 7th floor plot no c 27, g block, MUMBAI, MAHARASHTRA, 400051","Jun 17, 2022 - Perpetual",aif
1036,Kotak Credit Opportunities Fund Trust,IN/AIF2/23-24/1268,Category II,Jolly Bhatt,jolly.bhatt@kotak.com,,,,,400097,Mumbai,Maharashtra,"27 BKC, C 27, G Block, Bandra Kurla Complex, Bandra (E), MUMBAI, MAHARASHTRA, 400051","Kotak Mahindra Asset Management Company Limited, Kotak Towers 6th Floor Building No 21 Infinity Park Gen A K Vaidya Marg Malad East, MUMBAI, MAHARASHTRA, 400097","May 02, 2023 - Perpetual",aif
1037,KOTAK DATA CENTER FUND,IN/AIF2/22-23/1189,Category II,RAJEEV SAPTARSHI,compliance.kial@kotak.com,,,,,400051,Mumbai,Maharashtra,"7th Floor 27 BKC Plot No. C 27 G Block, Bandra Kurla Complex Bandra East, MUMBAI, MAHARASHTRA, 400051","7th Floor 27 BKC Plot No. C 27 G Block, Bandra Kurla Complex Bandra East, MUMBAI, MAHARASHTRA, 400051","Jan 13, 2023 - Perpetual",aif
1038,Kotak Green Energy Transition Trust,IN/AIF2/23-24/1454,Category II,Rajeev Saptarshi,compliance.kial@kotak.com,,,,,400051,Mumbai,Maharashtra,"7th Floor, 27 BKC, Plot no C 27, G Block, Bandra Kurla Complex, Bandra East, MUMBAI, MAHARASHTRA, 400051","7th Floor, 27 BKC, Plot no C 27, G Block, Bandra Kurla Complex, Bandra East, MUMBAI, MAHARASHTRA, 400051","Feb 20, 2024 - Perpetual",aif
1039,Kotak India Affordable Housing Fund - I,IN/AIF2/18-19/0568,Category II,Rajeev  Saptarshi,compliance.kial@kotak.com,,,,,400051,Mumbai,Maharashtra,"Co. Kotak Investment Advisors Limited 27 BKC, 7th Floor, Plot No. C 27, G Block, , Bandra Kurla Complex, Bandra East, MUMBAI, MAHARASHTRA, 400051","Co. Kotak Investment Advisors Limited 27 BKC, 7th Floor, Plot No. C 27, G Block, , Bandra Kurla Complex, Bandra East, MUMBAI, MAHARASHTRA, 400051","Jul 27, 2018 - Perpetual",aif
1040,Kotak India Real Estate Fund - IX,IN/AIF2/18-19/0537,Category II,Rajeev Saptarshi,compliance.kial@kotak.com,,,,,400051,Mumbai,Maharashtra,"Co. Kotak Investment Advisors Limited 27 BKC, 7th Floor, Plot No. C 27, G Block, Bandra Kurla Complex, Bandra East, MUMBAI, MAHARASHTRA, 400051","Co. Kotak Investment Advisors Limited 27 BKC, 7th Floor, Plot No. C 27, G Block, Bandra Kurla Complex, Bandra East, MUMBAI, MAHARASHTRA, 400051","May 07, 2018 - Perpetual",aif
1041,KOTAK INDIA REAL ESTATE FUND VIII,IN/AIF2/15-16/0214,Category II,,,,,,,400051,Mumbai,Maharashtra,"27 BKC, 7TH FLOOR, PLOT NO C  27, G BLOCK, , BANDRA KURLA COMPLEX, BANDRA EAST, MUMBAI, MAHARASHTRA, 400051",,"Mar 30, 2016 - Perpetual",aif
1042,KOTAK INDIA RENAISSANCE FUND 1 TRUST,IN/AIF3/21-22/0967,Category III,Jolly Bhatt,Jolly.Bhatt@kotak.com,,,,,400097,Mumbai,Maharashtra,"27 BKC C 27 G Block , bandra kurla complex, MUMBAI, MAHARASHTRA, 400051","kotak towers 6th floor building no 21, infinity park malad, MUMBAI, MAHARASHTRA, 400097","Dec 25, 2021 - Perpetual",aif
1043,KOTAK INDIA VENTURE FUND I,IN/AIF1/25-26/1884,Category I,Sanjay Mitra,compliance.kial@kotak.com,,,,,400051,Mumbai,Maharashtra,"7th floor 27 BKC Plot no C 27, G Block Bandra Kurla Complex Bandra East, MUMBAI, MAHARASHTRA, 400051","7th floor 27 BKC plot no C 27, G Block Bandra Kurla Complex Bandra East, MUMBAI, MAHARASHTRA, 400051","Aug 25, 2025 - Perpetual",aif
1044,Kotak India Venture Fund II,IN/AIF2/17-18/0370,Category II,,,,,,,,,,,,"Sep 19, 2017 - Perpetual",aif
1045,KOTAK INFRASTRUCTURE INVESTMENT FUND,IN/AIF2/21-22/0875,Category II,Rajeev Saptarshi,compliance.kial@kotak.com,,,,,400051,Mumbai,Maharashtra,"27BKC, 7TH FLOOR, PLOT NO.C-27, BANDRA KURLA COMPLEX, MUMBAI, MAHARASHTRA, 400051","27BKC, 7TH FLOOR, PLOT NO.C-27, BANDRA KURLA COMPLEX, MUMBAI, MAHARASHTRA, 400051","Apr 12, 2021 - Perpetual",aif
1046,Kotak Performing RE Credit Strategy Fund,IN/AIF2/19-20/0758,Category II,Rajeev Saptarshi,compliance.kial@kotak.com,,,,,400051,Mumbai,Maharashtra,"PLOT NO. C 27, G BLOCK, BANDRA KURLA COMPLEX, BANDRA EAST, MUMBAI, MAHARASHTRA, 400051","PLOT NO. C 27, G BLOCK, BANDRA KURLA COMPLEX, BANDRA EAST, MUMBAI, MAHARASHTRA, 400051","Dec 13, 2019 - Perpetual",aif
1047,KOTAK PERFORMING RE CREDIT STRATEGY FUND - II,IN/AIF2/22-23/1151,Category II,RAJEEV SAPTARSHI,compliance.kial@kotak.com,,,,,400051,Mumbai,Maharashtra,"7th Floor 27 BKC , Plot No. C 27 G Block Bandra Kurla Complex Bandra East, MUMBAI, MAHARASHTRA, 400051","7th Floor 27 BKC , Plot No. C 27 G Block Bandra Kurla Complex Bandra East, MUMBAI, MAHARASHTRA, 400051","Oct 19, 2022 - Perpetual",aif
1048,Kotak Real Estate Fund XII,IN/AIF2/24-25/1627,Category II,Rajeev Saptarshi,compliance.kial@kotak.com,,,,,400051,Mumbai,Maharashtra,"27 BKC 7th Floor Plot no C 27 , G Block Bandra Kurla Complex Bandra East, MUMBAI, MAHARASHTRA, 400051","27 BKC 7th Floor Plot no C 27 , G Block Bandra Kurla Complex Bandra East, MUMBAI, MAHARASHTRA, 400051","Nov 11, 2024 - Perpetual",aif
1049,KOTAK REAL ESTATE FUND-X,IN/AIF2/22-23/1159,Category II,RAJEEV SAPTARSHI,compliance.kial@kotak.com,9102243360771,9102243360771,,,400051,Mumbai,Maharashtra,"27 BKC 7th Floor Plot No. C 27 G Block, Bandra Kurla Complex Bandra East, MUMBAI, MAHARASHTRA, 400051","27 BKC 7th Floor Plot No. C 27 G Block, Bandra Kurla Complex Bandra East, MUMBAI, MAHARASHTRA, 400051","Oct 21, 2022 - Perpetual",aif
1050,Kotak Real Estate Investment Fund II,IN/AIF2/24-25/1621,Category II,Rajeev Saptarshi,compliance.kial@kotak.com,,,,,400051,Mumbai,Maharashtra,"7th Floor, 27 BKC, Plot no C 27, G Block, Bandra Kurla Complex, Bandra East, MUMBAI, MAHARASHTRA, 400051","7th Floor, 27 BKC, Plot no C 27, G Block, Bandra Kurla Complex, Bandra East, MUMBAI, MAHARASHTRA, 400051","Oct 31, 2024 - Perpetual",aif
1051,Kotak Special Situations Fund,IN/AIF2/18-19/0633,Category II,Rajeev Saptarshi,compliance.kial@kotak.com,,,,,400051,Mumbai,Maharashtra,"Co. Kotak Investment Advisors Limited 27 BKC, 7th Floor, Plot No. C 27, G Block,, Bandra Kurla Complex, Bandra East, MUMBAI, MAHARASHTRA, 400051","Co. Kotak Investment Advisors Limited 27 BKC, 7th Floor, Plot No. C 27, G Block, Bandra Kurla Complex, Bandra East, MUMBAI, MAHARASHTRA, 400051","Feb 15, 2019 - Perpetual",aif
1052,KOTAK STRATEGIC SITUATIONS TRUST,IN/AIF2/22-23/1167,Category II,Rajeev Saptarshi,compliance.kial@kotak.com,,,,,400051,Mumbai,Maharashtra,"7th Floor 27 BKC Plot No. C 27 G Block , Bandra Kurla Complex Bandra East, MUMBAI, MAHARASHTRA, 400051","7th Floor 27 BKC Plot No. C 27 G Block , Bandra Kurla Complex Bandra East, MUMBAI, MAHARASHTRA, 400051","Nov 02, 2022 - Perpetual",aif
1053,KOTAK STRATEGIC SOLUTIONS FUND III,IN/AIF2/25-26/2076,Category II,SANJAY MITRA,compliance.kial@kotak.com,,,,,400051,Mumbai,Maharashtra,"7th Floor, 27 BKC, Plot no C 27, G Block, Bandra Kurla Complex, Bandra East, MUMBAI, MAHARASHTRA, 400051",,"Mar 06, 2026 - Perpetual",aif
1054,Kredstone AIF Trust,IN/AIF2/24-25/1752,Category II,Ashish Singla,finance@kredstone.com,,,,,400051,Mumbai,Maharashtra,"1507, 15th Floor, B Wing, One BKC, C 66, G Block, Opposite Bank of Baroda, Bandra East, MUMBAI, MAHARASHTRA, 400051","1507, 15th Floor, B Wing, One BKC, C 66, G Block, Opposite Bank of Baroda, Bandra East, MUMBAI, MAHARASHTRA, 400051","Mar 06, 2025 - Perpetual",aif
1055,Kriis Alpha Dynamics Trust,IN/AIF3/26-27/2206,Category III,Bhavya Doshi,kriisalphadynamicstrust@gmail.com,,,,,400080,Mumbai,Maharashtra,"606, Runwal R square, LBS Marg, Mulund West, MUMBAI, MAHARASHTRA, 400080",,"Jun 05, 2026 - Perpetual",aif
1056,Kriscore Capital Trust,IN/AIF2/24-25/1605,Category II,Nilesh Balakrishnan,nilesh@kriscore.com,,,,,400013,Mumbai,Maharashtra,"B17, Ahuja Towers, Rajabhau Anant Desai Marg, Prabhadevi, MUMBAI, MAHARASHTRA, 400025","Studio 4, 7th Floor, Tower 2A North Annex, India Bulls One World Centre, Lower Parel, MUMBAI, MAHARASHTRA, 400013","Sep 27, 2024 - Perpetual",aif
1057,Krit Capital Fund,IN/AIF2/26-27/2205,Category II,Sonakshi Pratap,compliance@thekritcapital.com,,,,,400053,Mumbai,Maharashtra,"Flat No 1910, 1911, 1912 B, Samartha Aangan III, Andheri, MUMBAI, MAHARASHTRA, 400053",,"Jun 04, 2026 - Perpetual",aif
1058,Kroyana Special Situations Fund,IN/AIF2/20-21/0789,Category II,Faisal Ahmed,fahmed@anacapitaladvisors.com,,,,,560071,Bangalore,Karnataka,"299 Amarjyothi Layout, Domlur, BANGALORE, KARNATAKA, 560071","299 Amarjyothi Layout, Domlur, BANGALORE, KARNATAKA, 560071","Apr 24, 2020 - Perpetual",aif
1059,KRS Vision Trust,IN/AIF3/26-27/2187,Category III,Rahul Shah,keyastocks@gmail.com,,,,,400002,Mumbai,Maharashtra,"Office No 8 Ground Floor Purshottam Lalji Bldg 1st Malhararo Wadi, Near Mahapargya school Kalbadevi, MUMBAI, MAHARASHTRA, 400002",,"May 20, 2026 - Perpetual",aif
1060,Krushnam Nexus Capital Trust,IN/AIF3/24-25/1758,Category III,BHUMIKA THAKKAR,bnt6690@outlook.com,,,,,360003,Rajkot,Gujarat,"Office No. B -1010, 10th Floor, Empire Business Hub, , Science City Road Sola,, AHMEDABAD, GUJARAT, 380060","Shree Ranchhodnagar 8, Behind Maruti Dairy, , Rajkot, Gujarat, RAJKOT, GUJARAT, 360003","Mar 12, 2025 - Perpetual",aif
1061,"KSH INFRA Industrial, Logistics and Warehousing AIF",IN/AIF2/26-27/2209,Category II,Shailesh Agrawal,shailesh.agrawal@kshinfra.com,,,,,411030,Pune,Maharashtra,"461 2 Sadashiv Peth, Tilak Road, Pune 411030, Maharashtra India, PUNE, MAHARASHTRA, 411030",,"Jun 05, 2026 - Perpetual",aif
1062,KUBER CAPITAL FUND,IN/AIF3/25-26/2030,Category III,Vismay Shah,vismay.shah@kuberfund.com,,,,,380009,Ahmedabad,Gujarat,"SF  8, Narayan Chambers, , Nr. Patang Hotel, Ashram Road,, AHMEDABAD, GUJARAT, 380009","SF  8, Narayan Chambers, , Nr. Patang Hotel, Ashram Road, AHMEDABAD, GUJARAT, 380009","Feb 03, 2026 - Perpetual",aif
1063,KumKutch Finance Trust,IN/AIF2/22-23/1150,Category II,Ajay Attibele Vijaykumar,ajay@ruh.finance,,,,,560042,Bangalore,Karnataka,"2A, Ascot Apartments, 6th Main, Defence Colony, Indiranagar, BANGALORE, KARNATAKA, 560038","Unit no E303 304, Third Floor, East Wing, Sunrise Chambers, No. 22, Ulsoor Road, BANGALORE, KARNATAKA, 560042","Oct 19, 2022 - Perpetual",aif
1064,KUNVARJI TRANSGRAPH COMMODITIES FUND,IN/AIF3/19-20/0746,Category III,Himanjal Brahmbhatt,himanjal.brahmbhatt@kunvarji.com,,,,,400093,Mumbai,Maharashtra,"Office No 05 Ground Floor Summit Business Bay, Nr Cinemax Cinema Andheri Kurla Road Andheri E, MUMBAI, MAHARASHTRA, 400093","Office No 05 Ground Floor Summit Business Bay, Nr Cinemax Cinema Andheri Kurla Road Andheri E, MUMBAI, MAHARASHTRA, 400093","Nov 15, 2019 - Perpetual",aif
1065,Kyro Alternative Investment Trust,IN/AIF2/26-27/2191,Category II,Aman Maheshwari,compliance@kyrocapital.in,,,,,452001,Indore,Madhya Pradesh,"303 Unity One Survey No. 180 1 and 181 1, Pipalia Rao Rajiv Gandhi Square, INDORE, MADHYA PRADESH, 452001",,"May 22, 2026 - Perpetual",aif
1066,L & T INFRA INVESTMENT PARTNERS,IN/AIF1/12-13/0027,Category I,,,,,,,400098,Mumbai,Maharashtra,"Brindavan Plot No 177 CST Road, Kalina Santacruz West, MUMBAI, MAHARASHTRA, 400098",,"Feb 06, 2013 - Perpetual",aif
1067,L Catterton India Trust,IN/AIF2/24-25/1588,Category II,Anjana  Sasidharan,anjana.sasidharan@lcatterton.com,,,,,400098,Mumbai,Maharashtra,"Unit No 902 9th Floor TCG Financial Centre G block, Bandra Kurla Complex Bandra East Mumbai Maharashtra India 400098, MUMBAI, MAHARASHTRA, 400098","Unit No. 902 9 Floor TCG Financial Centre, G block Bandra Kurla Complex Bandra East, MUMBAI, MAHARASHTRA, 400098","Sep 04, 2024 - Perpetual",aif
1068,Labdhi Nivesh Inflection Fund,IN/AIF2/20-21/0812,Category II,Vikas Jain,vikas@labdhilife.com,,,,,410101,Mumbai,Maharashtra,"Labdhi Plaza  S No 67 1B  67 1C 1D  67 1F  68 3A  Dahivali  Neral  Raigad Karjat Raigarh, MUMBAI, MAHARASHTRA, 410101","Labdhi Plaza  S No 67 1B  67 1C 1D  67 1F  68 3A  Dahivali  Neral  Raigad Karjat Raigarh, MUMBAI, MAHARASHTRA, 410101","Jun 14, 2020 - Perpetual",aif
1069,LAGHU VIKAS TRUST,IN/AIF1/14-15/0109,Category I,,,,,,,110001,New Delhi,National Capital Territory Of Delhi,"C by o SIDBI, Atmaram House, Tolstoy Marg, New Delhi, NEW DELHI, NATIONAL CAPITAL TERRITORY OF DELHI, 110001",,"Jun 09, 2014 - Perpetual",aif
1070,Lake Shore India Retail Assets Fund LVF,IN/AIF2/26-27/2250,Category II,Deepak  Jagwani,admin@lakeshorein.com,,,,,400051,Mumbai,Maharashtra,"Unit No 1611 12 16th Floor C Wing G Block One BKC Bandra Kurla Complex Bandra East Mumbai City Mumba, MUMBAI, MAHARASHTRA, 400051",,"Jul 07, 2026 - Perpetual",aif
1071,Lake Shore India Retail Venture Fund,IN/AIF2/16-17/0293,Category II,,,,,,,400051,Mumbai,Maharashtra,"Unit No. 1611  12, 16th Floor, C Wing, G Block, One BKC, Bandra Kurla Complex, Bandra East, MUMBAI, MAHARASHTRA, 400051",,"Jan 19, 2017 - Perpetual",aif
1072,Lakshya Capital Investment Trust,IN/AIF3/25-26/2084,Category III,Nisarg Gagrani,gagraniniitb@gmail.com,,,,,400011,Mumbai,Maharashtra,"3106, Prestige Liberty, Tower D, DR D E Moses Rd, Jacob Circle, Haji Ali Police Station, Mumbai 400011, MUMBAI, MAHARASHTRA, 400011",,"Mar 10, 2026 - Perpetual",aif
1073,Landmark Multiplier Fund,IN/AIF2/21-22/0928,Category II,Ashish Joshi,ashish@landmarkcapital.in,,,,,400097,Mumbai,Maharashtra,"608 B Wing, Express Zone, Off Western Express Highway, Goregaon East, MUMBAI, MAHARASHTRA, 400097","608 B Wing, Express Zone, Off Western Express Highway, Goregaon East, MUMBAI, MAHARASHTRA, 400097","Sep 03, 2021 - Perpetual",aif
1074,LANDMARK OPPORTUNITY FUND,IN/AIF2/13-14/0068,Category II,,,,,,,400093,Mumbai,Maharashtra,"377, Solitaire Corporate Park, 151 M.V Road. Andheri East Mumbai, MUMBAI, MAHARASHTRA, 400093",,"Jul 29, 2013 - Perpetual",aif
1075,LARES ALPHA SCHEME,IN/AIF3/13-14/0103,Category III,,,,,,,,,,,,"Mar 26, 2014 - Perpetual",aif
1076,LAUNCH CAPITAL ANGEL FUND,IN/AIF1/24-25/1629,Category I,MILIND GARUD,roopal@singhania.com,,,,,400091,Mumbai,Maharashtra,"201 Sai Smruti 2nd floor Vazira Naka Ganesh Mandir Lane L.T. Road, Borivali West, MUMBAI, MAHARASHTRA, 400091","201 Sai Smruti 2nd floor Vazira Naka Ganesh Mandir Lane L.T. Road, Borivali West, MUMBAI, MAHARASHTRA, 400091","Nov 11, 2024 - Perpetual",aif
1077,LaunchBay Capital,IN/AIF2/26-27/2134,Category II,Vibhor Kumar Talreja,vibhor@launchbaycap.com,,,,,400034,Mumbai,Maharashtra,"1206, The Imperial, North Tower, Tardeo, MUMBAI, MAHARASHTRA, 400034",,"Apr 10, 2026 - Perpetual",aif
1078,Lavni Ventures Trust,IN/AIF2/24-25/1623,Category II,Vasudevan Guruswamy,vasu.guruswamy@lavni.co.in,,,,,560064,Bangalore,Karnataka,"No 110 Prestige Dorchester 103 2 Jakkur Village, BANGALORE, KARNATAKA, 560064","No 110 Prestige Dorchester 103 2 Jakkur Village, BANGALORE, KARNATAKA, 560064","Oct 31, 2024 - Perpetual",aif
1079,LB CIRCLE INVESTMENT FUND,IN/AIF2/24-25/1544,Category II,SANDEEP SINGHAL,secretarial0803@gmail.com,,,,,110019,Delhi,National Capital Territory Of Delhi,"12 Local Shopping Centre, Kalkaji, DELHI, NATIONAL CAPITAL TERRITORY OF DELHI, 110019","12 Local Shopping Centre, Kalkaji, DELHI, NATIONAL CAPITAL TERRITORY OF DELHI, 110019","Jun 20, 2024 - Perpetual",aif
1080,LC Luminere Alternatives Trust,IN/AIF2/25-26/2078,Category II,Ankitkumar Surana,ankit.surana@lighthouse-canton.com,,,,,500054,Hyderabad,Telangana,"794, Padma Nagar Phase II, Balreddy Nagar, Chintal, 500054, Hyderabad, Telangana, India, HYDERABAD, TELANGANA, 500054",,"Mar 06, 2026 - Perpetual",aif
1081,LC VENTURE FUND,IN/AIF2/22-23/1110,Category II,Rajesh Begwani,rajesh@lc-reit.com,,,,,500078,Hyderabad,Telangana,"Suite No. 502, Central Plaza, Building No 450, Genome Valley, Shamirpet, HYDERABAD, TELANGANA, 500078","Suite No. 502, Central Plaza, Building No 450, Genome Valley, Shamirpet, HYDERABAD, TELANGANA, 500078","Jul 27, 2022 - Perpetual",aif
1082,Lead Angels Fund,IN/AIF1/21-22/0936,Category I,Sushanto Mitra,sushanto@leadangels.in,,,,,400030,Mumbai,Maharashtra,"A 102, Neelam Centre, SK Ahire Marg, Worli, MUMBAI, MAHARASHTRA, 400030","A 102, Neelam Centre, SK Ahire Marg, Worli, MUMBAI, MAHARASHTRA, 400030","Oct 05, 2021 - Perpetual",aif
1083,LICHFL Fund,IN/AIF1/25-26/1941,Category I,Aakanchha Vyas,cs@lichflamc.com,00002242065023,00002242065023,,,400051,Mumbai,Maharashtra,"Bombay life building II floor, , 45 47 Veer Nariman Road, Fort Mumbai, MUMBAI, MAHARASHTRA, 400001","Unit No. 211 212, A Wing, 2nd Floor, The Capital, G Block, Bandra Kurla Complex, MUMBAI, MAHARASHTRA, 400051","Oct 30, 2025 - Perpetual",aif
1084,LICHFL Housing & Infrastructure Trust,IN/AIF1/17-18/0376,Category I,,,,,,,400051,Mumbai,Maharashtra,"304, 3rd Floor, Vibgyor Tower, , Opp Trident Hotel, Bandra Kurla Complex., MUMBAI, MAHARASHTRA, 400051",,"Oct 04, 2017 - Perpetual",aif
